Labels,amplitude_6p5_5sweeps,
1.296E008,1.695E+4,
1.3E08,1.650E+4,
1.304E008,1.555E+4,
1.308E008,1.522E+4,
1.312E008,1.466E+4,
1.316E008,1.418E+4,
1.32E08,1.362E+4,
1.324E008,1.299E+4,
1.328E008,1.272E+4,
1.332E008,1.230E+4,
1.336E008,1.172E+4,
1.34E08,1.130E+4,
1.344E008,1.084E+4,
1.348E008,1.055E+4,
1.352E008,1.013E+4,
1.356E008,9.858E+3,
1.36E08,9.238E+3,
1.364E008,8.978E+3,
1.368E008,8.878E+3,
1.372E008,8.303E+3,
1.376E008,8.020E+3,
1.38E08,7.829E+3,
1.384E008,7.425E+3,
1.388E008,7.067E+3,
1.392E008,6.758E+3,
1.396E008,6.544E+3,
1.4E08,6.404E+3,
1.404E008,6.109E+3,
1.408E008,5.932E+3,
1.412E008,5.710E+3,
1.416E008,5.442E+3,
1.42E08,5.211E+3,
1.424E008,5.035E+3,
1.428E008,4.789E+3,
1.432E008,4.724E+3,
1.436E008,4.356E+3,
1.44E08,4.222E+3,
1.444E008,4.181E+3,
1.448E008,3.975E+3,
1.452E008,3.835E+3,
1.456E008,3.709E+3,
1.46E08,3.609E+3,
1.464E008,3.476E+3,
1.468E008,3.287E+3,
1.472E008,3.150E+3,
1.476E008,2.982E+3,
1.48E08,2.995E+3,
1.484E008,2.862E+3,
1.488E008,2.674E+3,
1.492E008,2.625E+3,
1.496E008,2.662E+3,
1.5E08,2.419E+3,
1.504E008,2.274E+3,
1.508E008,2.256E+3,
1.512E008,2.295E+3,
1.516E008,2.144E+3,
1.52E08,2.079E+3,
1.524E008,2.013E+3,
1.528E008,1.946E+3,
1.532E008,1.879E+3,
1.536E008,1.869E+3,
1.54E08,1.769E+3,
1.544E008,1.698E+3,
1.548E008,1.690E+3,
1.552E008,1.609E+3,
1.556E008,1.548E+3,
1.56E08,1.483E+3,
1.564E008,1.459E+3,
1.568E008,1.433E+3,
1.572E008,1.348E+3,
1.576E008,1.263E+3,
1.58E08,1.295E+3,
1.584E008,1.224E+3,
1.588E008,1.262E+3,
1.592E008,1.178E+3,
1.596E008,1.145E+3,
1.6E08,1.144E+3,
1.604E008,1.063E+3,
1.608E008,9.570E+2,
1.612E008,1.011E+3,
1.616E008,9.580E+2,
1.62E08,1.000E+3,
1.624E008,9.410E+2,
1.628E008,8.880E+2,
1.632E008,8.840E+2,
1.636E008,8.970E+2,
1.64E08,8.790E+2,
1.644E008,8.190E+2,
1.648E008,7.990E+2,
1.652E008,7.930E+2,
1.656E008,7.890E+2,
1.66E08,7.770E+2,
1.664E008,7.210E+2,
1.668E008,7.020E+2,
1.672E008,7.450E+2,
1.676E008,6.880E+2,
1.68E08,7.150E+2,
1.684E008,6.890E+2,
1.688E008,6.600E+2,
1.692E008,6.640E+2,
1.696E008,6.730E+2,
1.7E08,6.290E+2,
1.704E008,6.490E+2,
1.708E008,6.060E+2,
1.712E008,6.250E+2,
1.716E008,5.880E+2,
1.72E08,6.350E+2,
1.724E008,6.220E+2,
1.728E008,5.700E+2,
1.732E008,5.580E+2,
1.736E008,5.250E+2,
1.74E08,5.360E+2,
1.744E008,5.500E+2,
1.748E008,5.500E+2,
1.752E008,5.560E+2,
1.756E008,5.290E+2,
1.76E08,5.090E+2,
1.764E008,5.380E+2,
1.768E008,5.010E+2,
1.772E008,5.080E+2,
1.776E008,5.550E+2,
1.78E08,5.410E+2,
1.784E008,4.920E+2,
1.788E008,5.180E+2,
1.792E008,4.780E+2,
1.796E008,5.110E+2,
1.8E08,5.310E+2,
1.804E008,5.370E+2,
1.808E008,4.490E+2,
1.812E008,4.540E+2,
1.816E008,4.870E+2,
1.82E08,5.110E+2,
1.824E008,4.720E+2,
1.828E008,4.980E+2,
1.832E008,4.820E+2,
1.836E008,4.680E+2,
1.84E08,4.530E+2,
1.844E008,5.110E+2,
1.848E008,4.350E+2,
1.852E008,4.250E+2,
1.856E008,4.570E+2,
1.86E08,4.620E+2,
1.864E008,5.070E+2,
1.868E008,4.440E+2,
1.872E008,4.050E+2,
1.876E008,4.570E+2,
1.88E08,4.540E+2,
1.884E008,4.670E+2,
1.888E008,4.560E+2,
1.892E008,4.380E+2,
1.896E008,4.490E+2,
1.9E08,4.510E+2,
1.904E008,4.670E+2,
1.908E008,4.280E+2,
1.912E008,4.380E+2,
1.916E008,4.070E+2,
1.92E08,4.300E+2,
1.924E008,4.310E+2,
1.928E008,4.520E+2,
1.932E008,3.990E+2,
1.936E008,4.210E+2,
1.94E08,4.210E+2,
1.944E008,4.840E+2,
1.948E008,4.170E+2,
1.952E008,4.450E+2,
1.956E008,4.410E+2,
1.96E08,4.190E+2,
1.964E008,3.980E+2,
1.968E008,4.400E+2,
1.972E008,4.240E+2,
1.976E008,4.660E+2,
1.98E08,4.380E+2,
1.984E008,4.200E+2,
1.988E008,3.930E+2,
1.992E008,4.060E+2,
1.996E008,4.450E+2,
2E08,4.260E+2,
2.004E008,3.980E+2,
2.008E008,4.050E+2,
2.012E008,4.410E+2,
2.016E008,3.920E+2,
2.02E08,4.230E+2,
2.024E008,3.960E+2,
2.028E008,4.260E+2,
2.032E008,4.050E+2,
2.036E008,4.100E+2,
2.04E08,4.080E+2,
2.044E008,4.190E+2,
2.048E008,4.090E+2,
2.052E008,4.180E+2,
2.056E008,3.630E+2,
2.06E08,3.810E+2,
2.064E008,4.210E+2,
2.068E008,3.850E+2,
2.072E008,4.220E+2,
2.076E008,3.780E+2,
2.08E08,4.090E+2,
2.084E008,4.150E+2,
2.088E008,4.060E+2,
2.092E008,4.220E+2,
2.096E008,4.110E+2,
2.1E08,4.340E+2,
2.104E008,3.790E+2,
2.108E008,4.430E+2,
2.112E008,4.320E+2,
2.116E008,4.180E+2,
2.12E08,4.010E+2,
2.124E008,3.430E+2,
2.128E008,4.140E+2,
2.132E008,3.990E+2,
2.136E008,4.220E+2,
2.14E08,4.430E+2,
2.144E008,4.090E+2,
2.148E008,4.330E+2,
2.152E008,4.190E+2,
2.156E008,4.060E+2,
2.16E08,4.680E+2,
2.164E008,3.970E+2,
2.168E008,4.000E+2,
2.172E008,3.890E+2,
2.176E008,3.770E+2,
2.18E08,3.940E+2,
2.184E008,3.930E+2,
2.188E008,4.240E+2,
2.192E008,4.290E+2,
2.196E008,3.640E+2,
2.2E08,3.800E+2,
2.204E008,4.580E+2,
2.208E008,3.940E+2,
2.212E008,4.350E+2,
2.216E008,3.840E+2,
2.22E08,3.900E+2,
2.224E008,4.100E+2,
2.228E008,3.930E+2,
2.232E008,4.330E+2,
2.236E008,4.000E+2,
2.24E08,3.860E+2,
2.244E008,3.930E+2,
2.248E008,4.130E+2,
2.252E008,3.750E+2,
2.256E008,4.090E+2,
2.26E08,4.180E+2,
2.264E008,4.100E+2,
2.268E008,3.940E+2,
2.272E008,3.900E+2,
2.276E008,3.950E+2,
2.28E08,3.430E+2,
2.284E008,3.930E+2,
2.288E008,4.180E+2,
2.292E008,4.050E+2,
2.296E008,4.250E+2,
2.3E08,3.840E+2,
2.304E008,4.020E+2,
2.308E008,4.060E+2,
2.312E008,4.220E+2,
2.316E008,3.920E+2,
2.32E08,4.070E+2,
2.324E008,4.010E+2,
2.328E008,4.100E+2,
2.332E008,3.990E+2,
2.336E008,4.220E+2,
2.34E08,4.470E+2,
2.344E008,4.120E+2,
2.348E008,4.130E+2,
2.352E008,4.160E+2,
2.356E008,4.130E+2,
2.36E08,3.700E+2,
2.364E008,3.810E+2,
2.368E008,4.150E+2,
2.372E008,3.740E+2,
2.376E008,3.700E+2,
2.38E08,4.150E+2,
2.384E008,4.190E+2,
2.388E008,3.880E+2,
2.392E008,3.910E+2,
2.396E008,4.070E+2,
2.4E08,3.740E+2,
2.404E008,4.500E+2,
2.408E008,4.040E+2,
2.412E008,4.300E+2,
2.416E008,4.480E+2,
2.42E08,4.410E+2,
2.424E008,3.920E+2,
2.428E008,4.300E+2,
2.432E008,4.000E+2,
2.436E008,4.420E+2,
2.44E08,4.210E+2,
2.444E008,3.610E+2,
2.448E008,4.090E+2,
2.452E008,4.410E+2,
2.456E008,4.220E+2,
2.46E08,3.900E+2,
2.464E008,4.110E+2,
2.468E008,3.740E+2,
2.472E008,4.080E+2,
2.476E008,3.900E+2,
2.48E08,4.370E+2,
2.484E008,4.040E+2,
2.488E008,4.340E+2,
2.492E008,3.940E+2,
2.496E008,4.170E+2,
2.5E08,4.500E+2,
2.504E008,3.800E+2,
2.508E008,4.010E+2,
2.512E008,3.960E+2,
2.516E008,4.260E+2,
2.52E08,3.550E+2,
2.524E008,4.310E+2,
2.528E008,4.320E+2,
2.532E008,4.070E+2,
2.536E008,4.060E+2,
2.54E08,3.960E+2,
2.544E008,4.340E+2,
2.548E008,4.290E+2,
2.552E008,3.800E+2,
2.556E008,3.840E+2,
2.56E08,3.830E+2,
2.564E008,3.770E+2,
2.568E008,4.210E+2,
2.572E008,4.110E+2,
2.576E008,3.950E+2,
2.58E08,3.950E+2,
2.584E008,3.600E+2,
2.588E008,4.220E+2,
2.592E008,4.490E+2,
2.596E008,4.160E+2,
2.6E08,4.170E+2,
2.604E008,3.820E+2,
2.608E008,4.320E+2,
2.612E008,4.280E+2,
2.616E008,4.240E+2,
2.62E08,4.170E+2,
2.624E008,3.540E+2,
2.628E008,4.330E+2,
2.632E008,4.040E+2,
2.636E008,4.300E+2,
2.64E08,4.020E+2,
2.644E008,4.030E+2,
2.648E008,4.040E+2,
2.652E008,4.060E+2,
2.656E008,4.030E+2,
2.66E08,4.150E+2,
2.664E008,3.980E+2,
2.668E008,4.330E+2,
2.672E008,4.460E+2,
2.676E008,4.290E+2,
2.68E08,4.020E+2,
2.684E008,3.820E+2,
2.688E008,3.940E+2,
2.692E008,4.130E+2,
2.696E008,4.060E+2,
2.7E08,3.790E+2,
2.704E008,3.890E+2,
2.708E008,4.030E+2,
2.712E008,3.860E+2,
2.716E008,4.150E+2,
2.72E08,4.220E+2,
2.724E008,4.290E+2,
2.728E008,4.100E+2,
2.732E008,4.170E+2,
2.736E008,3.860E+2,
2.74E08,4.010E+2,
2.744E008,4.140E+2,
2.748E008,4.130E+2,
2.752E008,4.440E+2,
2.756E008,3.640E+2,
2.76E08,4.380E+2,
2.764E008,4.140E+2,
2.768E008,4.310E+2,
2.772E008,4.380E+2,
2.776E008,4.510E+2,
2.78E08,4.040E+2,
2.784E008,4.460E+2,
2.788E008,3.870E+2,
2.792E008,3.660E+2,
2.796E008,3.940E+2,
2.8E08,4.260E+2,
2.804E008,3.760E+2,
2.808E008,4.290E+2,
2.812E008,4.100E+2,
2.816E008,4.390E+2,
2.82E08,4.210E+2,
2.824E008,4.430E+2,
2.828E008,4.230E+2,
2.832E008,4.540E+2,
2.836E008,3.810E+2,
2.84E08,4.330E+2,
2.844E008,4.420E+2,
2.848E008,4.270E+2,
2.852E008,4.010E+2,
2.856E008,4.050E+2,
2.86E08,4.340E+2,
2.864E008,3.780E+2,
2.868E008,3.860E+2,
2.872E008,4.130E+2,
2.876E008,4.300E+2,
2.88E08,3.630E+2,
2.884E008,3.770E+2,
2.888E008,4.320E+2,
2.892E008,4.130E+2,
2.896E008,3.950E+2,
2.9E08,3.910E+2,
2.904E008,4.030E+2,
2.908E008,4.240E+2,
2.912E008,4.320E+2,
2.916E008,4.110E+2,
2.92E08,4.110E+2,
2.924E008,4.120E+2,
2.928E008,4.150E+2,
2.932E008,4.290E+2,
2.936E008,4.040E+2,
2.94E08,3.920E+2,
2.944E008,4.320E+2,
2.948E008,4.280E+2,
2.952E008,4.280E+2,
2.956E008,4.300E+2,
2.96E08,4.010E+2,
2.964E008,3.930E+2,
2.968E008,4.130E+2,
2.972E008,4.200E+2,
2.976E008,4.450E+2,
2.98E08,4.180E+2,
2.984E008,3.880E+2,
2.988E008,3.960E+2,
2.992E008,4.180E+2,
2.996E008,4.290E+2,
3E08,4.080E+2,
3.004E008,3.920E+2,
3.008E008,4.020E+2,
3.012E008,4.220E+2,
3.016E008,4.210E+2,
3.02E08,4.430E+2,
3.024E008,3.970E+2,
3.028E008,3.980E+2,
3.032E008,4.310E+2,
3.036E008,3.930E+2,
3.04E08,4.260E+2,
3.044E008,3.970E+2,
3.048E008,4.520E+2,
3.052E008,4.150E+2,
3.056E008,4.050E+2,
3.06E08,3.810E+2,
3.064E008,4.220E+2,
3.068E008,4.240E+2,
3.072E008,4.050E+2,
3.076E008,4.280E+2,
3.08E08,4.100E+2,
3.084E008,3.900E+2,
3.088E008,4.350E+2,
3.092E008,4.150E+2,
3.096E008,3.490E+2,
3.1E08,4.010E+2,
3.104E008,3.880E+2,
3.108E008,4.240E+2,
3.112E008,4.140E+2,
3.116E008,3.580E+2,
3.12E08,4.040E+2,
3.124E008,4.480E+2,
3.128E008,3.900E+2,
3.132E008,4.480E+2,
3.136E008,4.270E+2,
3.14E08,4.110E+2,
3.144E008,4.200E+2,
3.148E008,3.640E+2,
3.152E008,4.320E+2,
3.156E008,4.250E+2,
3.16E08,4.110E+2,
3.164E008,4.340E+2,
3.168E008,3.770E+2,
3.172E008,4.020E+2,
3.176E008,3.880E+2,
3.18E08,3.830E+2,
3.184E008,4.500E+2,
3.188E008,3.470E+2,
3.192E008,3.590E+2,
3.196E008,4.140E+2,
3.2E08,4.420E+2,
3.204E008,4.000E+2,
3.208E008,3.820E+2,
3.212E008,3.570E+2,
3.216E008,4.100E+2,
3.22E08,4.500E+2,
3.224E008,3.780E+2,
3.228E008,4.350E+2,
3.232E008,4.210E+2,
3.236E008,4.150E+2,
3.24E08,3.850E+2,
3.244E008,4.060E+2,
3.248E008,4.160E+2,
3.252E008,4.300E+2,
3.256E008,4.010E+2,
3.26E08,4.630E+2,
3.264E008,3.840E+2,
3.268E008,4.300E+2,
3.272E008,3.990E+2,
3.276E008,4.000E+2,
3.28E08,3.990E+2,
3.284E008,4.490E+2,
3.288E008,4.140E+2,
3.292E008,3.930E+2,
3.296E008,3.880E+2,
3.3E08,3.910E+2,
3.304E008,4.450E+2,
3.308E008,3.700E+2,
3.312E008,4.000E+2,
3.316E008,3.980E+2,
3.32E08,4.030E+2,
3.324E008,4.140E+2,
3.328E008,4.120E+2,
3.332E008,3.990E+2,
3.336E008,3.910E+2,
3.34E08,4.150E+2,
3.344E008,3.980E+2,
3.348E008,4.180E+2,
3.352E008,3.960E+2,
3.356E008,4.050E+2,
3.36E08,4.130E+2,
3.364E008,4.620E+2,
3.368E008,4.260E+2,
3.372E008,4.210E+2,
3.376E008,3.740E+2,
3.38E08,4.140E+2,
3.384E008,4.440E+2,
3.388E008,4.080E+2,
3.392E008,4.310E+2,
3.396E008,3.840E+2,
3.4E08,4.220E+2,
3.404E008,4.070E+2,
3.408E008,4.290E+2,
3.412E008,3.970E+2,
3.416E008,3.970E+2,
3.42E08,4.260E+2,
3.424E008,3.910E+2,
3.428E008,3.920E+2,
3.432E008,4.090E+2,
3.436E008,4.480E+2,
3.44E08,3.940E+2,
3.444E008,3.630E+2,
3.448E008,3.680E+2,
3.452E008,4.190E+2,
3.456E008,4.240E+2,
3.46E08,4.180E+2,
3.464E008,3.980E+2,
3.468E008,4.010E+2,
3.472E008,4.400E+2,
3.476E008,4.260E+2,
3.48E08,4.590E+2,
3.484E008,4.030E+2,
3.488E008,3.920E+2,
3.492E008,4.430E+2,
3.496E008,3.780E+2,
3.5E08,3.880E+2,
3.504E008,4.100E+2,
3.508E008,4.300E+2,
3.512E008,4.250E+2,
3.516E008,4.070E+2,
3.52E08,4.050E+2,
3.524E008,3.920E+2,
3.528E008,3.980E+2,
3.532E008,3.920E+2,
3.536E008,3.980E+2,
3.54E08,4.310E+2,
3.544E008,4.000E+2,
3.548E008,4.060E+2,
3.552E008,4.360E+2,
3.556E008,4.180E+2,
3.56E08,4.290E+2,
3.564E008,4.090E+2,
3.568E008,3.950E+2,
3.572E008,4.010E+2,
3.576E008,3.900E+2,
3.58E08,4.330E+2,
3.584E008,3.750E+2,
3.588E008,4.010E+2,
3.592E008,3.680E+2,
3.596E008,4.190E+2,
3.6E08,4.200E+2,
3.604E008,4.370E+2,
3.608E008,4.590E+2,
3.612E008,4.220E+2,
3.616E008,4.200E+2,
3.62E08,3.910E+2,
3.624E008,4.170E+2,
3.628E008,3.960E+2,
3.632E008,4.140E+2,
3.636E008,3.830E+2,
3.64E08,3.990E+2,
3.644E008,3.720E+2,
3.648E008,3.940E+2,
3.652E008,4.020E+2,
3.656E008,3.860E+2,
3.66E08,4.090E+2,
3.664E008,4.180E+2,
3.668E008,4.040E+2,
3.672E008,4.230E+2,
3.676E008,3.990E+2,
3.68E08,3.580E+2,
3.684E008,3.960E+2,
3.688E008,3.940E+2,
3.692E008,4.390E+2,
3.696E008,3.890E+2,
3.7E08,4.450E+2,
3.704E008,4.250E+2,
3.708E008,4.530E+2,
3.712E008,4.510E+2,
3.716E008,4.180E+2,
3.72E08,4.190E+2,
3.724E008,4.160E+2,
3.728E008,4.100E+2,
3.732E008,4.510E+2,
3.736E008,4.160E+2,
3.74E08,4.520E+2,
3.744E008,4.310E+2,
3.748E008,4.250E+2,
3.752E008,4.040E+2,
3.756E008,3.780E+2,
3.76E08,3.770E+2,
3.764E008,4.100E+2,
3.768E008,3.880E+2,
3.772E008,4.250E+2,
3.776E008,4.180E+2,
3.78E08,4.010E+2,
3.784E008,3.960E+2,
3.788E008,4.690E+2,
3.792E008,4.030E+2,
3.796E008,4.070E+2,
3.8E08,4.300E+2,
3.804E008,3.880E+2,
3.808E008,3.780E+2,
3.812E008,3.890E+2,
3.816E008,3.770E+2,
3.82E08,3.620E+2,
3.824E008,4.450E+2,
3.828E008,4.080E+2,
3.832E008,4.030E+2,
3.836E008,3.930E+2,
3.84E08,4.150E+2,
3.844E008,4.370E+2,
3.848E008,3.970E+2,
3.852E008,4.190E+2,
3.856E008,4.170E+2,
3.86E08,4.410E+2,
3.864E008,4.270E+2,
3.868E008,4.280E+2,
3.872E008,4.200E+2,
3.876E008,4.110E+2,
3.88E08,4.190E+2,
3.884E008,4.060E+2,
3.888E008,4.670E+2,
3.892E008,3.950E+2,
3.896E008,4.180E+2,
3.9E08,4.110E+2,
3.904E008,4.370E+2,
3.908E008,4.110E+2,
3.912E008,3.230E+2,
3.916E008,3.610E+2,
3.92E08,3.650E+2,
3.924E008,4.090E+2,
3.928E008,4.540E+2,
3.932E008,4.110E+2,
3.936E008,3.810E+2,
3.94E08,3.710E+2,
