Labels,amplitude_3_50sweeps,
1.296E008,1.021E+5,
1.3E08,9.758E+4,
1.304E008,9.329E+4,
1.308E008,9.066E+4,
1.312E008,8.751E+4,
1.316E008,8.357E+4,
1.32E08,7.994E+4,
1.324E008,7.720E+4,
1.328E008,7.422E+4,
1.332E008,7.067E+4,
1.336E008,6.849E+4,
1.34E08,6.519E+4,
1.344E008,6.324E+4,
1.348E008,6.043E+4,
1.352E008,5.800E+4,
1.356E008,5.572E+4,
1.36E08,5.360E+4,
1.364E008,5.141E+4,
1.368E008,4.948E+4,
1.372E008,4.784E+4,
1.376E008,4.567E+4,
1.38E08,4.393E+4,
1.384E008,4.185E+4,
1.388E008,4.022E+4,
1.392E008,3.875E+4,
1.396E008,3.713E+4,
1.4E08,3.609E+4,
1.404E008,3.438E+4,
1.408E008,3.313E+4,
1.412E008,3.203E+4,
1.416E008,3.013E+4,
1.42E08,2.939E+4,
1.424E008,2.801E+4,
1.428E008,2.693E+4,
1.432E008,2.568E+4,
1.436E008,2.481E+4,
1.44E08,2.415E+4,
1.444E008,2.301E+4,
1.448E008,2.238E+4,
1.452E008,2.143E+4,
1.456E008,2.089E+4,
1.46E08,1.968E+4,
1.464E008,1.922E+4,
1.468E008,1.846E+4,
1.472E008,1.771E+4,
1.476E008,1.729E+4,
1.48E08,1.623E+4,
1.484E008,1.595E+4,
1.488E008,1.529E+4,
1.492E008,1.490E+4,
1.496E008,1.423E+4,
1.5E08,1.380E+4,
1.504E008,1.325E+4,
1.508E008,1.273E+4,
1.512E008,1.248E+4,
1.516E008,1.211E+4,
1.52E08,1.160E+4,
1.524E008,1.145E+4,
1.528E008,1.084E+4,
1.532E008,1.055E+4,
1.536E008,1.027E+4,
1.54E08,9.548E+3,
1.544E008,9.300E+3,
1.548E008,9.162E+3,
1.552E008,8.827E+3,
1.556E008,8.546E+3,
1.56E08,8.418E+3,
1.564E008,8.097E+3,
1.568E008,7.973E+3,
1.572E008,7.566E+3,
1.576E008,7.399E+3,
1.58E08,7.020E+3,
1.584E008,6.847E+3,
1.588E008,6.805E+3,
1.592E008,6.500E+3,
1.596E008,6.524E+3,
1.6E08,6.230E+3,
1.604E008,6.019E+3,
1.608E008,5.946E+3,
1.612E008,5.929E+3,
1.616E008,5.504E+3,
1.62E08,5.555E+3,
1.624E008,5.415E+3,
1.628E008,5.318E+3,
1.632E008,5.240E+3,
1.636E008,4.972E+3,
1.64E08,4.829E+3,
1.644E008,4.897E+3,
1.648E008,4.856E+3,
1.652E008,4.662E+3,
1.656E008,4.608E+3,
1.66E08,4.526E+3,
1.664E008,4.352E+3,
1.668E008,4.272E+3,
1.672E008,4.260E+3,
1.676E008,3.974E+3,
1.68E08,4.005E+3,
1.684E008,3.963E+3,
1.688E008,3.799E+3,
1.692E008,3.918E+3,
1.696E008,3.731E+3,
1.7E08,3.709E+3,
1.704E008,3.585E+3,
1.708E008,3.632E+3,
1.712E008,3.637E+3,
1.716E008,3.529E+3,
1.72E08,3.415E+3,
1.724E008,3.483E+3,
1.728E008,3.358E+3,
1.732E008,3.424E+3,
1.736E008,3.227E+3,
1.74E08,3.196E+3,
1.744E008,3.211E+3,
1.748E008,3.220E+3,
1.752E008,3.193E+3,
1.756E008,3.048E+3,
1.76E08,3.071E+3,
1.764E008,3.083E+3,
1.768E008,2.958E+3,
1.772E008,3.030E+3,
1.776E008,3.002E+3,
1.78E08,3.021E+3,
1.784E008,2.981E+3,
1.788E008,2.852E+3,
1.792E008,3.088E+3,
1.796E008,2.936E+3,
1.8E08,2.903E+3,
1.804E008,2.813E+3,
1.808E008,2.779E+3,
1.812E008,2.787E+3,
1.816E008,2.780E+3,
1.82E08,2.728E+3,
1.824E008,2.858E+3,
1.828E008,2.792E+3,
1.832E008,2.810E+3,
1.836E008,2.742E+3,
1.84E08,2.854E+3,
1.844E008,2.596E+3,
1.848E008,2.704E+3,
1.852E008,2.709E+3,
1.856E008,2.845E+3,
1.86E08,2.745E+3,
1.864E008,2.628E+3,
1.868E008,2.622E+3,
1.872E008,2.722E+3,
1.876E008,2.618E+3,
1.88E08,2.669E+3,
1.884E008,2.608E+3,
1.888E008,2.528E+3,
1.892E008,2.528E+3,
1.896E008,2.621E+3,
1.9E08,2.628E+3,
1.904E008,2.526E+3,
1.908E008,2.591E+3,
1.912E008,2.506E+3,
1.916E008,2.493E+3,
1.92E08,2.542E+3,
1.924E008,2.619E+3,
1.928E008,2.551E+3,
1.932E008,2.589E+3,
1.936E008,2.466E+3,
1.94E08,2.584E+3,
1.944E008,2.526E+3,
1.948E008,2.568E+3,
1.952E008,2.603E+3,
1.956E008,2.539E+3,
1.96E08,2.444E+3,
1.964E008,2.516E+3,
1.968E008,2.505E+3,
1.972E008,2.633E+3,
1.976E008,2.563E+3,
1.98E08,2.484E+3,
1.984E008,2.372E+3,
1.988E008,2.514E+3,
1.992E008,2.539E+3,
1.996E008,2.542E+3,
2E08,2.535E+3,
2.004E008,2.439E+3,
2.008E008,2.522E+3,
2.012E008,2.544E+3,
2.016E008,2.486E+3,
2.02E08,2.452E+3,
2.024E008,2.406E+3,
2.028E008,2.512E+3,
2.032E008,2.541E+3,
2.036E008,2.536E+3,
2.04E08,2.452E+3,
2.044E008,2.510E+3,
2.048E008,2.457E+3,
2.052E008,2.440E+3,
2.056E008,2.483E+3,
2.06E08,2.530E+3,
2.064E008,2.514E+3,
2.068E008,2.438E+3,
2.072E008,2.469E+3,
2.076E008,2.521E+3,
2.08E08,2.433E+3,
2.084E008,2.489E+3,
2.088E008,2.504E+3,
2.092E008,2.434E+3,
2.096E008,2.456E+3,
2.1E08,2.347E+3,
2.104E008,2.408E+3,
2.108E008,2.332E+3,
2.112E008,2.448E+3,
2.116E008,2.518E+3,
2.12E08,2.462E+3,
2.124E008,2.363E+3,
2.128E008,2.438E+3,
2.132E008,2.420E+3,
2.136E008,2.456E+3,
2.14E08,2.482E+3,
2.144E008,2.402E+3,
2.148E008,2.376E+3,
2.152E008,2.435E+3,
2.156E008,2.436E+3,
2.16E08,2.474E+3,
2.164E008,2.378E+3,
2.168E008,2.465E+3,
2.172E008,2.435E+3,
2.176E008,2.452E+3,
2.18E08,2.382E+3,
2.184E008,2.416E+3,
2.188E008,2.452E+3,
2.192E008,2.456E+3,
2.196E008,2.430E+3,
2.2E08,2.503E+3,
2.204E008,2.319E+3,
2.208E008,2.380E+3,
2.212E008,2.518E+3,
2.216E008,2.472E+3,
2.22E08,2.320E+3,
2.224E008,2.468E+3,
2.228E008,2.416E+3,
2.232E008,2.457E+3,
2.236E008,2.395E+3,
2.24E08,2.410E+3,
2.244E008,2.598E+3,
2.248E008,2.409E+3,
2.252E008,2.491E+3,
2.256E008,2.436E+3,
2.26E08,2.394E+3,
2.264E008,2.489E+3,
2.268E008,2.560E+3,
2.272E008,2.387E+3,
2.276E008,2.528E+3,
2.28E08,2.483E+3,
2.284E008,2.408E+3,
2.288E008,2.385E+3,
2.292E008,2.415E+3,
2.296E008,2.485E+3,
2.3E08,2.417E+3,
2.304E008,2.450E+3,
2.308E008,2.532E+3,
2.312E008,2.440E+3,
2.316E008,2.339E+3,
2.32E08,2.514E+3,
2.324E008,2.512E+3,
2.328E008,2.383E+3,
2.332E008,2.406E+3,
2.336E008,2.464E+3,
2.34E08,2.431E+3,
2.344E008,2.479E+3,
2.348E008,2.383E+3,
2.352E008,2.490E+3,
2.356E008,2.462E+3,
2.36E08,2.428E+3,
2.364E008,2.487E+3,
2.368E008,2.341E+3,
2.372E008,2.436E+3,
2.376E008,2.409E+3,
2.38E08,2.335E+3,
2.384E008,2.386E+3,
2.388E008,2.394E+3,
2.392E008,2.435E+3,
2.396E008,2.401E+3,
2.4E08,2.441E+3,
2.404E008,2.518E+3,
2.408E008,2.414E+3,
2.412E008,2.351E+3,
2.416E008,2.257E+3,
2.42E08,2.447E+3,
2.424E008,2.465E+3,
2.428E008,2.527E+3,
2.432E008,2.430E+3,
2.436E008,2.288E+3,
2.44E08,2.422E+3,
2.444E008,2.371E+3,
2.448E008,2.325E+3,
2.452E008,2.441E+3,
2.456E008,2.439E+3,
2.46E08,2.476E+3,
2.464E008,2.457E+3,
2.468E008,2.460E+3,
2.472E008,2.448E+3,
2.476E008,2.434E+3,
2.48E08,2.439E+3,
2.484E008,2.310E+3,
2.488E008,2.405E+3,
2.492E008,2.549E+3,
2.496E008,2.398E+3,
2.5E08,2.423E+3,
2.504E008,2.377E+3,
2.508E008,2.353E+3,
2.512E008,2.451E+3,
2.516E008,2.506E+3,
2.52E08,2.454E+3,
2.524E008,2.414E+3,
2.528E008,2.273E+3,
2.532E008,2.498E+3,
2.536E008,2.432E+3,
2.54E08,2.335E+3,
2.544E008,2.443E+3,
2.548E008,2.373E+3,
2.552E008,2.443E+3,
2.556E008,2.448E+3,
2.56E08,2.498E+3,
2.564E008,2.379E+3,
2.568E008,2.374E+3,
2.572E008,2.446E+3,
2.576E008,2.315E+3,
2.58E08,2.479E+3,
2.584E008,2.388E+3,
2.588E008,2.405E+3,
2.592E008,2.340E+3,
2.596E008,2.445E+3,
2.6E08,2.394E+3,
2.604E008,2.305E+3,
2.608E008,2.368E+3,
2.612E008,2.273E+3,
2.616E008,2.302E+3,
2.62E08,2.405E+3,
2.624E008,2.396E+3,
2.628E008,2.413E+3,
2.632E008,2.365E+3,
2.636E008,2.457E+3,
2.64E08,2.372E+3,
2.644E008,2.426E+3,
2.648E008,2.511E+3,
2.652E008,2.449E+3,
2.656E008,2.370E+3,
2.66E08,2.309E+3,
2.664E008,2.411E+3,
2.668E008,2.460E+3,
2.672E008,2.446E+3,
2.676E008,2.403E+3,
2.68E08,2.301E+3,
2.684E008,2.372E+3,
2.688E008,2.355E+3,
2.692E008,2.388E+3,
2.696E008,2.412E+3,
2.7E08,2.480E+3,
2.704E008,2.395E+3,
2.708E008,2.510E+3,
2.712E008,2.330E+3,
2.716E008,2.392E+3,
2.72E08,2.366E+3,
2.724E008,2.375E+3,
2.728E008,2.432E+3,
2.732E008,2.359E+3,
2.736E008,2.547E+3,
2.74E08,2.396E+3,
2.744E008,2.305E+3,
2.748E008,2.475E+3,
2.752E008,2.378E+3,
2.756E008,2.361E+3,
2.76E08,2.400E+3,
2.764E008,2.347E+3,
2.768E008,2.456E+3,
2.772E008,2.369E+3,
2.776E008,2.467E+3,
2.78E08,2.295E+3,
2.784E008,2.440E+3,
2.788E008,2.422E+3,
2.792E008,2.420E+3,
2.796E008,2.325E+3,
2.8E08,2.420E+3,
2.804E008,2.378E+3,
2.808E008,2.458E+3,
2.812E008,2.411E+3,
2.816E008,2.331E+3,
2.82E08,2.406E+3,
2.824E008,2.372E+3,
2.828E008,2.424E+3,
2.832E008,2.345E+3,
2.836E008,2.289E+3,
2.84E08,2.370E+3,
2.844E008,2.432E+3,
2.848E008,2.378E+3,
2.852E008,2.360E+3,
2.856E008,2.403E+3,
2.86E08,2.397E+3,
2.864E008,2.430E+3,
2.868E008,2.461E+3,
2.872E008,2.497E+3,
2.876E008,2.357E+3,
2.88E08,2.341E+3,
2.884E008,2.380E+3,
2.888E008,2.348E+3,
2.892E008,2.368E+3,
2.896E008,2.351E+3,
2.9E08,2.421E+3,
2.904E008,2.432E+3,
2.908E008,2.359E+3,
2.912E008,2.400E+3,
2.916E008,2.426E+3,
2.92E08,2.375E+3,
2.924E008,2.458E+3,
2.928E008,2.308E+3,
2.932E008,2.443E+3,
2.936E008,2.426E+3,
2.94E08,2.300E+3,
2.944E008,2.418E+3,
2.948E008,2.313E+3,
2.952E008,2.456E+3,
2.956E008,2.320E+3,
2.96E08,2.395E+3,
2.964E008,2.397E+3,
2.968E008,2.410E+3,
2.972E008,2.392E+3,
2.976E008,2.402E+3,
2.98E08,2.413E+3,
2.984E008,2.404E+3,
2.988E008,2.399E+3,
2.992E008,2.403E+3,
2.996E008,2.304E+3,
3E08,2.388E+3,
3.004E008,2.332E+3,
3.008E008,2.372E+3,
3.012E008,2.394E+3,
3.016E008,2.416E+3,
3.02E08,2.440E+3,
3.024E008,2.417E+3,
3.028E008,2.458E+3,
3.032E008,2.488E+3,
3.036E008,2.330E+3,
3.04E08,2.302E+3,
3.044E008,2.444E+3,
3.048E008,2.496E+3,
3.052E008,2.337E+3,
3.056E008,2.342E+3,
3.06E08,2.338E+3,
3.064E008,2.350E+3,
3.068E008,2.412E+3,
3.072E008,2.368E+3,
3.076E008,2.374E+3,
3.08E08,2.416E+3,
3.084E008,2.310E+3,
3.088E008,2.430E+3,
3.092E008,2.375E+3,
3.096E008,2.398E+3,
3.1E08,2.446E+3,
3.104E008,2.353E+3,
3.108E008,2.359E+3,
3.112E008,2.382E+3,
3.116E008,2.331E+3,
3.12E08,2.336E+3,
3.124E008,2.470E+3,
3.128E008,2.490E+3,
3.132E008,2.370E+3,
3.136E008,2.399E+3,
3.14E08,2.298E+3,
3.144E008,2.412E+3,
3.148E008,2.290E+3,
3.152E008,2.380E+3,
3.156E008,2.369E+3,
3.16E08,2.366E+3,
3.164E008,2.396E+3,
3.168E008,2.311E+3,
3.172E008,2.452E+3,
3.176E008,2.392E+3,
3.18E08,2.415E+3,
3.184E008,2.384E+3,
3.188E008,2.378E+3,
3.192E008,2.317E+3,
3.196E008,2.447E+3,
3.2E08,2.245E+3,
3.204E008,2.372E+3,
3.208E008,2.378E+3,
3.212E008,2.290E+3,
3.216E008,2.344E+3,
3.22E08,2.417E+3,
3.224E008,2.353E+3,
3.228E008,2.410E+3,
3.232E008,2.451E+3,
3.236E008,2.392E+3,
3.24E08,2.369E+3,
3.244E008,2.431E+3,
3.248E008,2.357E+3,
3.252E008,2.398E+3,
3.256E008,2.348E+3,
3.26E08,2.409E+3,
3.264E008,2.205E+3,
3.268E008,2.404E+3,
3.272E008,2.408E+3,
3.276E008,2.345E+3,
3.28E08,2.433E+3,
3.284E008,2.327E+3,
3.288E008,2.375E+3,
3.292E008,2.384E+3,
3.296E008,2.365E+3,
3.3E08,2.353E+3,
3.304E008,2.385E+3,
3.308E008,2.404E+3,
3.312E008,2.355E+3,
3.316E008,2.397E+3,
3.32E08,2.334E+3,
3.324E008,2.402E+3,
3.328E008,2.342E+3,
3.332E008,2.366E+3,
3.336E008,2.350E+3,
3.34E08,2.455E+3,
3.344E008,2.417E+3,
3.348E008,2.473E+3,
3.352E008,2.346E+3,
3.356E008,2.345E+3,
3.36E08,2.326E+3,
3.364E008,2.383E+3,
3.368E008,2.325E+3,
3.372E008,2.432E+3,
3.376E008,2.342E+3,
3.38E08,2.292E+3,
3.384E008,2.341E+3,
3.388E008,2.383E+3,
3.392E008,2.412E+3,
3.396E008,2.364E+3,
3.4E08,2.363E+3,
3.404E008,2.432E+3,
3.408E008,2.337E+3,
3.412E008,2.399E+3,
3.416E008,2.383E+3,
3.42E08,2.410E+3,
3.424E008,2.421E+3,
3.428E008,2.414E+3,
3.432E008,2.455E+3,
3.436E008,2.360E+3,
3.44E08,2.333E+3,
3.444E008,2.387E+3,
3.448E008,2.418E+3,
3.452E008,2.353E+3,
3.456E008,2.372E+3,
3.46E08,2.411E+3,
3.464E008,2.231E+3,
3.468E008,2.290E+3,
3.472E008,2.381E+3,
3.476E008,2.475E+3,
3.48E08,2.356E+3,
3.484E008,2.378E+3,
3.488E008,2.410E+3,
3.492E008,2.390E+3,
3.496E008,2.311E+3,
3.5E08,2.409E+3,
3.504E008,2.345E+3,
3.508E008,2.493E+3,
3.512E008,2.468E+3,
3.516E008,2.372E+3,
3.52E08,2.443E+3,
3.524E008,2.343E+3,
3.528E008,2.355E+3,
3.532E008,2.338E+3,
3.536E008,2.351E+3,
3.54E08,2.467E+3,
3.544E008,2.237E+3,
3.548E008,2.393E+3,
3.552E008,2.331E+3,
3.556E008,2.303E+3,
3.56E08,2.392E+3,
3.564E008,2.418E+3,
3.568E008,2.463E+3,
3.572E008,2.471E+3,
3.576E008,2.388E+3,
3.58E08,2.393E+3,
3.584E008,2.483E+3,
3.588E008,2.472E+3,
3.592E008,2.400E+3,
3.596E008,2.465E+3,
3.6E08,2.343E+3,
3.604E008,2.303E+3,
3.608E008,2.366E+3,
3.612E008,2.367E+3,
3.616E008,2.377E+3,
3.62E08,2.410E+3,
3.624E008,2.334E+3,
3.628E008,2.458E+3,
3.632E008,2.388E+3,
3.636E008,2.374E+3,
3.64E08,2.386E+3,
3.644E008,2.380E+3,
3.648E008,2.334E+3,
3.652E008,2.332E+3,
3.656E008,2.317E+3,
3.66E08,2.448E+3,
3.664E008,2.354E+3,
3.668E008,2.492E+3,
3.672E008,2.364E+3,
3.676E008,2.376E+3,
3.68E08,2.347E+3,
3.684E008,2.458E+3,
3.688E008,2.345E+3,
3.692E008,2.344E+3,
3.696E008,2.257E+3,
3.7E08,2.317E+3,
3.704E008,2.438E+3,
3.708E008,2.485E+3,
3.712E008,2.428E+3,
3.716E008,2.398E+3,
3.72E08,2.273E+3,
3.724E008,2.331E+3,
3.728E008,2.334E+3,
3.732E008,2.412E+3,
3.736E008,2.425E+3,
3.74E08,2.455E+3,
3.744E008,2.403E+3,
3.748E008,2.334E+3,
3.752E008,2.434E+3,
3.756E008,2.386E+3,
3.76E08,2.335E+3,
3.764E008,2.290E+3,
3.768E008,2.357E+3,
3.772E008,2.458E+3,
3.776E008,2.314E+3,
3.78E08,2.386E+3,
3.784E008,2.387E+3,
3.788E008,2.423E+3,
3.792E008,2.364E+3,
3.796E008,2.385E+3,
3.8E08,2.466E+3,
3.804E008,2.367E+3,
3.808E008,2.342E+3,
3.812E008,2.320E+3,
3.816E008,2.450E+3,
3.82E08,2.330E+3,
3.824E008,2.442E+3,
3.828E008,2.305E+3,
3.832E008,2.446E+3,
3.836E008,2.323E+3,
3.84E08,2.374E+3,
3.844E008,2.285E+3,
3.848E008,2.319E+3,
3.852E008,2.349E+3,
3.856E008,2.500E+3,
3.86E08,2.395E+3,
3.864E008,2.524E+3,
3.868E008,2.466E+3,
3.872E008,2.396E+3,
3.876E008,2.394E+3,
3.88E08,2.358E+3,
3.884E008,2.405E+3,
3.888E008,2.392E+3,
3.892E008,2.401E+3,
3.896E008,2.384E+3,
3.9E08,2.327E+3,
3.904E008,2.473E+3,
3.908E008,2.445E+3,
3.912E008,2.395E+3,
3.916E008,2.334E+3,
3.92E08,2.450E+3,
3.924E008,2.436E+3,
3.928E008,2.357E+3,
3.932E008,2.374E+3,
3.936E008,2.299E+3,
3.94E08,2.331E+3,
3.944E008,2.379E+3,
