Labels,T2_decay_canolaOil,
8150000.600000,1.524E+4,
8175000.600000,1.521E+4,
8200000.600000,1.547E+4,
8225000.600000,1.518E+4,
8250000.600000,1.535E+4,
8275000.600000,1.510E+4,
8300000.600000,1.508E+4,
8325000.700000,1.502E+4,
8350000.700000,1.532E+4,
8375000.700000,1.522E+4,
8400000.700000,1.516E+4,
8425000.700000,1.502E+4,
8450000.700000,1.506E+4,
8475000.700000,1.488E+4,
8500000.700000,1.501E+4,
8525000.700000,1.479E+4,
8550000.700000,1.476E+4,
8575000.700000,1.501E+4,
8600000.700000,1.482E+4,
8625000.700000,1.475E+4,
8650000.700000,1.477E+4,
8675000.700000,1.490E+4,
8700000.700000,1.494E+4,
8725000.700000,1.478E+4,
8750000.700000,1.466E+4,
8775000.700000,1.437E+4,
8800000.700000,1.464E+4,
8825000.700000,1.462E+4,
8850000.700000,1.457E+4,
8875000.700000,1.473E+4,
8900000.700000,1.434E+4,
8925000.700000,1.454E+4,
8950000.700000,1.449E+4,
8975000.700000,1.439E+4,
9000000.700000,1.436E+4,
9025000.700000,1.444E+4,
9050000.700000,1.424E+4,
9075000.700000,1.423E+4,
9100000.700000,1.428E+4,
9125000.700000,1.443E+4,
9150000.700000,1.414E+4,
9175000.700000,1.410E+4,
9200000.700000,1.420E+4,
9225000.700000,1.421E+4,
9250000.700000,1.414E+4,
9275000.700000,1.416E+4,
9300000.700000,1.400E+4,
9325000.700000,1.409E+4,
9350000.700000,1.405E+4,
9375000.700000,1.375E+4,
9400000.700000,1.392E+4,
9425000.700000,1.398E+4,
9450000.700000,1.392E+4,
9475000.700000,1.381E+4,
9500000.700000,1.382E+4,
9525000.700000,1.370E+4,
9550000.700000,1.361E+4,
9575000.700000,1.359E+4,
9600000.800000,1.381E+4,
9625000.800000,1.362E+4,
9650000.800000,1.380E+4,
9675000.800000,1.352E+4,
9700000.800000,1.344E+4,
9725000.800000,1.341E+4,
9750000.800000,1.349E+4,
9775000.800000,1.343E+4,
9800000.800000,1.363E+4,
9825000.800000,1.354E+4,
9850000.800000,1.360E+4,
9875000.800000,1.338E+4,
9900000.800000,1.341E+4,
9925000.800000,1.343E+4,
9950000.800000,1.326E+4,
9975000.800000,1.333E+4,
1E07,1.335E+4,
1.0025E0007,1.326E+4,
1.005E007,1.333E+4,
1.0075E0007,1.311E+4,
1.01E07,1.307E+4,
1.0125E0007,1.321E+4,
1.015E007,1.310E+4,
1.0175E0007,1.312E+4,
1.02E07,1.337E+4,
1.0225E0007,1.315E+4,
1.025E007,1.302E+4,
1.0275E0007,1.318E+4,
1.03E07,1.309E+4,
1.0325E0007,1.291E+4,
1.035E007,1.312E+4,
1.0375E0007,1.278E+4,
1.04E07,1.281E+4,
1.0425E0007,1.286E+4,
1.045E007,1.287E+4,
1.0475E0007,1.291E+4,
1.05E07,1.280E+4,
1.0525E0007,1.266E+4,
1.055E007,1.277E+4,
1.0575E0007,1.297E+4,
1.06E07,1.273E+4,
1.0625E0007,1.264E+4,
1.065E007,1.273E+4,
1.0675E0007,1.272E+4,
1.07E07,1.265E+4,
1.0725E0007,1.271E+4,
1.075E007,1.241E+4,
1.0775E0007,1.256E+4,
1.08E07,1.243E+4,
1.0825E0007,1.252E+4,
1.085E007,1.242E+4,
1.0875E0007,1.256E+4,
1.09E07,1.235E+4,
1.0925E0007,1.224E+4,
1.095E007,1.251E+4,
1.0975E0007,1.218E+4,
1.1E07,1.220E+4,
1.1025E0007,1.248E+4,
1.105E007,1.242E+4,
1.1075E0007,1.221E+4,
1.11E07,1.224E+4,
1.1125E0007,1.226E+4,
1.115E007,1.223E+4,
1.1175E0007,1.224E+4,
1.12E07,1.222E+4,
1.1225E0007,1.193E+4,
1.125E007,1.202E+4,
1.1275E0007,1.216E+4,
1.13E07,1.182E+4,
1.1325E0007,1.213E+4,
1.135E007,1.192E+4,
1.1375E0007,1.203E+4,
1.14E07,1.183E+4,
1.1425E0007,1.212E+4,
1.145E007,1.206E+4,
1.1475E0007,1.200E+4,
1.15E07,1.197E+4,
1.1525E0007,1.185E+4,
1.155E007,1.198E+4,
1.1575E0007,1.172E+4,
1.16E07,1.194E+4,
1.1625E0007,1.165E+4,
1.165E007,1.180E+4,
1.1675E0007,1.175E+4,
1.17E07,1.186E+4,
1.1725E0007,1.166E+4,
1.175E007,1.166E+4,
1.1775E0007,1.157E+4,
1.18E07,1.171E+4,
1.1825E0007,1.155E+4,
1.185E007,1.143E+4,
1.1875E0007,1.148E+4,
1.19E07,1.148E+4,
1.1925E0007,1.162E+4,
1.195E007,1.167E+4,
1.1975E0007,1.122E+4,
1.2E07,1.160E+4,
1.2025E0007,1.151E+4,
1.205E007,1.135E+4,
1.2075E0007,1.135E+4,
1.21E07,1.139E+4,
1.2125E0007,1.145E+4,
1.215E007,1.126E+4,
1.2175E0007,1.117E+4,
1.22E07,1.116E+4,
1.2225E0007,1.126E+4,
1.225E007,1.109E+4,
1.2275E0007,1.114E+4,
1.23E07,1.113E+4,
1.2325E0007,1.134E+4,
1.235E007,1.123E+4,
1.2375E0007,1.101E+4,
1.24E07,1.099E+4,
1.2425E0007,1.111E+4,
1.245E007,1.105E+4,
1.2475E0007,1.107E+4,
1.25E07,1.106E+4,
1.2525E0007,1.120E+4,
1.255E007,1.109E+4,
1.2575E0007,1.093E+4,
1.26E07,1.074E+4,
1.2625E0007,1.088E+4,
1.265E007,1.087E+4,
1.2675E0007,1.061E+4,
1.27E07,1.082E+4,
1.2725E0007,1.083E+4,
1.275E007,1.095E+4,
1.2775E0007,1.083E+4,
1.28E07,1.080E+4,
1.2825E0007,1.065E+4,
1.285E007,1.070E+4,
1.2875E0007,1.062E+4,
1.29E07,1.066E+4,
1.2925E0007,1.073E+4,
1.295E007,1.066E+4,
1.2975E0007,1.060E+4,
1.3E07,1.058E+4,
1.3025E0007,1.066E+4,
1.305E007,1.063E+4,
1.3075E0007,1.034E+4,
1.31E07,1.086E+4,
1.3125E0007,1.047E+4,
1.315E007,1.051E+4,
1.3175E0007,1.037E+4,
1.32E07,1.043E+4,
1.3225E0007,1.052E+4,
1.325E007,1.040E+4,
1.3275E0007,1.018E+4,
1.33E07,1.010E+4,
1.3325E0007,1.031E+4,
1.335E007,1.019E+4,
1.3375E0007,1.021E+4,
1.34E07,1.032E+4,
1.3425E0007,1.036E+4,
1.345E007,1.031E+4,
1.3475E0007,1.005E+4,
1.35E07,1.015E+4,
1.3525E0007,1.018E+4,
1.355E007,9.985E+3,
1.3575E0007,1.017E+4,
1.36E07,1.020E+4,
1.3625E0007,1.025E+4,
1.365E007,1.016E+4,
1.3675E0007,9.891E+3,
1.37E07,1.023E+4,
1.3725E0007,1.010E+4,
1.375E007,9.982E+3,
1.3775E0007,1.007E+4,
1.38E07,9.956E+3,
1.3825E0007,9.874E+3,
1.385E007,9.903E+3,
1.3875E0007,1.005E+4,
1.39E07,1.004E+4,
1.3925E0007,9.901E+3,
1.395E007,9.881E+3,
1.3975E0007,9.813E+3,
1.4E07,9.787E+3,
1.4025E0007,9.779E+3,
1.405E007,9.693E+3,
1.4075E0007,9.593E+3,
1.41E07,9.826E+3,
1.4125E0007,9.728E+3,
1.415E007,9.660E+3,
1.4175E0007,9.613E+3,
1.42E07,9.693E+3,
1.4225E0007,9.492E+3,
1.425E007,9.757E+3,
1.4275E0007,9.729E+3,
1.43E07,9.557E+3,
1.4325E0007,9.653E+3,
1.435E007,9.623E+3,
1.4375E0007,9.562E+3,
1.44E07,9.489E+3,
1.4425E0007,9.565E+3,
1.445E007,9.450E+3,
1.4475E0007,9.379E+3,
1.45E07,9.416E+3,
1.4525E0007,9.395E+3,
1.455E007,9.393E+3,
1.4575E0007,9.399E+3,
1.46E07,9.328E+3,
1.4625E0007,9.459E+3,
1.465E007,9.214E+3,
1.4675E0007,9.334E+3,
1.47E07,9.189E+3,
1.4725E0007,9.267E+3,
1.475E007,9.170E+3,
1.4775E0007,9.182E+3,
1.48E07,9.237E+3,
1.4825E0007,9.302E+3,
1.485E007,9.250E+3,
1.4875E0007,9.325E+3,
1.49E07,9.041E+3,
1.4925E0007,9.283E+3,
1.495E007,9.298E+3,
1.4975E0007,9.039E+3,
1.5E07,9.240E+3,
1.5025E0007,9.153E+3,
1.505E007,8.890E+3,
1.5075E0007,9.019E+3,
1.51E07,9.093E+3,
1.5125E0007,8.989E+3,
1.515E007,9.055E+3,
1.5175E0007,8.759E+3,
1.52E07,8.851E+3,
1.5225E0007,8.873E+3,
1.525E007,9.051E+3,
1.5275E0007,9.001E+3,
1.53E07,8.890E+3,
1.5325E0007,8.814E+3,
1.535E007,8.721E+3,
1.5375E0007,8.884E+3,
1.54E07,8.749E+3,
1.5425E0007,8.849E+3,
1.545E007,8.733E+3,
1.5475E0007,8.768E+3,
1.55E07,8.697E+3,
1.5525E0007,8.814E+3,
1.555E007,8.739E+3,
1.5575E0007,8.737E+3,
1.56E07,8.638E+3,
1.5625E0007,8.720E+3,
1.565E007,8.591E+3,
1.5675E0007,8.619E+3,
1.57E07,8.580E+3,
1.5725E0007,8.563E+3,
1.575E007,8.650E+3,
1.5775E0007,8.565E+3,
1.58E07,8.584E+3,
1.5825E0007,8.506E+3,
1.585E007,8.646E+3,
1.5875E0007,8.648E+3,
1.59E07,8.383E+3,
1.5925E0007,8.493E+3,
1.595E007,8.416E+3,
1.5975E0007,8.502E+3,
1.6E07,8.467E+3,
1.6025E0007,8.486E+3,
1.605E007,8.268E+3,
1.6075E0007,8.458E+3,
1.61E07,8.434E+3,
1.6125E0007,8.445E+3,
1.615E007,8.307E+3,
1.6175E0007,8.266E+3,
1.62E07,8.496E+3,
1.6225E0007,8.566E+3,
1.625E007,8.430E+3,
1.6275E0007,8.306E+3,
1.63E07,8.231E+3,
1.6325E0007,8.324E+3,
1.635E007,8.218E+3,
1.6375E0007,8.182E+3,
1.64E07,8.172E+3,
1.6425E0007,8.245E+3,
1.645E007,8.242E+3,
1.6475E0007,8.243E+3,
1.65E07,8.267E+3,
1.6525E0007,8.061E+3,
1.655E007,8.185E+3,
1.6575E0007,8.074E+3,
1.66E07,8.079E+3,
1.6625E0007,8.133E+3,
1.665E007,8.142E+3,
1.6675E0007,7.833E+3,
1.67E07,8.128E+3,
1.6725E0007,7.998E+3,
1.675E007,7.984E+3,
1.6775E0007,8.028E+3,
1.68E07,7.905E+3,
1.6825E0007,8.111E+3,
1.685E007,8.026E+3,
1.6875E0007,7.996E+3,
1.69E07,7.936E+3,
1.6925E0007,7.876E+3,
1.695E007,7.945E+3,
1.6975E0007,7.900E+3,
1.7E07,7.907E+3,
1.7025E0007,7.893E+3,
1.705E007,7.823E+3,
1.7075E0007,7.918E+3,
1.71E07,7.733E+3,
1.7125E0007,7.894E+3,
1.715E007,7.605E+3,
1.7175E0007,7.783E+3,
1.72E07,7.787E+3,
1.7225E0007,7.958E+3,
1.725E007,7.803E+3,
1.7275E0007,7.583E+3,
1.73E07,7.867E+3,
1.7325E0007,7.582E+3,
1.735E007,7.483E+3,
1.7375E0007,7.617E+3,
1.74E07,7.551E+3,
1.7425E0007,7.584E+3,
1.745E007,7.659E+3,
1.7475E0007,7.557E+3,
1.75E07,7.589E+3,
1.7525E0007,7.421E+3,
1.755E007,7.494E+3,
1.7575E0007,7.440E+3,
1.76E07,7.518E+3,
1.7625E0007,7.633E+3,
1.765E007,7.441E+3,
1.7675E0007,7.602E+3,
1.77E07,7.434E+3,
1.7725E0007,7.615E+3,
1.775E007,7.503E+3,
1.7775E0007,7.441E+3,
1.78E07,7.413E+3,
1.7825E0007,7.289E+3,
1.785E007,7.369E+3,
1.7875E0007,7.347E+3,
1.79E07,7.397E+3,
1.7925E0007,7.335E+3,
1.795E007,7.370E+3,
1.7975E0007,7.287E+3,
1.8E07,7.359E+3,
1.8025E0007,7.414E+3,
1.805E007,7.137E+3,
1.8075E0007,7.170E+3,
1.81E07,7.253E+3,
1.8125E0007,7.271E+3,
1.815E007,7.175E+3,
1.8175E0007,7.079E+3,
1.82E07,7.070E+3,
1.8225E0007,7.125E+3,
1.825E007,7.103E+3,
1.8275E0007,7.193E+3,
1.83E07,7.132E+3,
1.8325E0007,7.091E+3,
1.835E007,7.126E+3,
1.8375E0007,6.978E+3,
1.84E07,7.062E+3,
1.8425E0007,7.131E+3,
1.845E007,7.104E+3,
1.8475E0007,7.163E+3,
1.85E07,7.104E+3,
1.8525E0007,7.092E+3,
1.855E007,7.038E+3,
1.8575E0007,6.942E+3,
1.86E07,6.945E+3,
1.8625E0007,7.016E+3,
1.865E007,6.920E+3,
1.8675E0007,6.979E+3,
1.87E07,6.853E+3,
1.8725E0007,6.933E+3,
1.875E007,7.066E+3,
1.8775E0007,6.906E+3,
1.88E07,6.867E+3,
1.8825E0007,6.947E+3,
1.885E007,6.640E+3,
1.8875E0007,6.761E+3,
1.89E07,6.818E+3,
1.8925E0007,6.861E+3,
1.895E007,6.971E+3,
1.8975E0007,6.720E+3,
1.9E07,6.736E+3,
1.9025E0007,6.687E+3,
1.905E007,6.665E+3,
1.9075E0007,6.748E+3,
1.91E07,6.752E+3,
1.9125E0007,6.761E+3,
1.915E007,6.692E+3,
1.9175E0007,6.681E+3,
1.92E07,6.573E+3,
1.9225E0007,6.615E+3,
1.925E007,6.641E+3,
1.9275E0007,6.717E+3,
1.93E07,6.556E+3,
1.9325E0007,6.657E+3,
1.935E007,6.711E+3,
1.9375E0007,6.465E+3,
1.94E07,6.596E+3,
1.9425E0007,6.518E+3,
1.945E007,6.593E+3,
1.9475E0007,6.485E+3,
1.95E07,6.485E+3,
1.9525E0007,6.567E+3,
1.955E007,6.401E+3,
1.9575E0007,6.464E+3,
1.96E07,6.444E+3,
1.9625E0007,6.383E+3,
1.965E007,6.530E+3,
1.9675E0007,6.358E+3,
1.97E07,6.623E+3,
1.9725E0007,6.368E+3,
1.975E007,6.410E+3,
1.9775E0007,6.416E+3,
1.98E07,6.306E+3,
1.9825E0007,6.300E+3,
1.985E007,6.337E+3,
1.9875E0007,6.306E+3,
1.99E07,6.251E+3,
1.9925E0007,6.329E+3,
1.995E007,6.189E+3,
1.9975E0007,6.144E+3,
2E07,6.336E+3,
2.0025E0007,6.162E+3,
2.005E007,6.320E+3,
2.0075E0007,6.256E+3,
2.01E07,6.165E+3,
2.0125E0007,6.173E+3,
2.015E007,6.263E+3,
2.0175E0007,6.282E+3,
2.02E07,6.258E+3,
2.0225E0007,6.174E+3,
2.025E007,6.178E+3,
2.0275E0007,6.194E+3,
2.03E07,6.095E+3,
2.0325E0007,6.294E+3,
2.035E007,6.158E+3,
2.0375E0007,6.169E+3,
2.04E07,6.017E+3,
2.0425E0007,6.220E+3,
2.045E007,6.089E+3,
2.0475E0007,6.024E+3,
2.05E07,6.036E+3,
2.0525E0007,5.994E+3,
2.055E007,6.031E+3,
2.0575E0007,5.925E+3,
2.06E07,5.963E+3,
2.0625E0007,5.909E+3,
2.065E007,6.039E+3,
2.0675E0007,6.033E+3,
2.07E07,6.025E+3,
2.0725E0007,6.010E+3,
2.075E007,6.068E+3,
2.0775E0007,5.959E+3,
2.08E07,5.873E+3,
2.0825E0007,5.908E+3,
2.085E007,5.914E+3,
2.0875E0007,5.921E+3,
2.09E07,5.768E+3,
2.0925E0007,5.892E+3,
2.095E007,5.809E+3,
2.0975E0007,5.736E+3,
2.1E07,5.810E+3,
2.1025E0007,5.937E+3,
2.105E007,5.818E+3,
2.1075E0007,5.767E+3,
2.11E07,5.876E+3,
2.1125E0007,5.795E+3,
2.115E007,5.819E+3,
2.1175E0007,5.768E+3,
2.12E07,5.730E+3,
2.1225E0007,5.873E+3,
2.125E007,5.685E+3,
2.1275E0007,5.787E+3,
2.13E07,5.766E+3,
2.1325E0007,5.785E+3,
2.135E007,5.736E+3,
2.1375E0007,5.672E+3,
2.14E07,5.743E+3,
2.1425E0007,5.777E+3,
2.145E007,5.695E+3,
2.1475E0007,5.801E+3,
2.15E07,5.650E+3,
2.1525E0007,5.678E+3,
2.155E007,5.536E+3,
2.1575E0007,5.711E+3,
2.16E07,5.402E+3,
2.1625E0007,5.777E+3,
2.165E007,5.654E+3,
2.1675E0007,5.481E+3,
2.17E07,5.547E+3,
2.1725E0007,5.667E+3,
2.175E007,5.628E+3,
2.1775E0007,5.422E+3,
2.18E07,5.598E+3,
2.1825E0007,5.644E+3,
2.185E007,5.501E+3,
2.1875E0007,5.464E+3,
2.19E07,5.597E+3,
2.1925E0007,5.461E+3,
2.195E007,5.639E+3,
2.1975E0007,5.516E+3,
2.2E07,5.539E+3,
2.2025E0007,5.468E+3,
2.205E007,5.505E+3,
2.2075E0007,5.609E+3,
2.21E07,5.436E+3,
2.2125E0007,5.462E+3,
2.215E007,5.349E+3,
2.2175E0007,5.391E+3,
2.22E07,5.417E+3,
2.2225E0007,5.333E+3,
2.225E007,5.440E+3,
2.2275E0007,5.410E+3,
2.23E07,5.450E+3,
2.2325E0007,5.401E+3,
2.235E007,5.245E+3,
2.2375E0007,5.353E+3,
2.24E07,5.272E+3,
2.2425E0007,5.172E+3,
2.245E007,5.199E+3,
2.2475E0007,5.207E+3,
2.25E07,5.278E+3,
2.2525E0007,5.206E+3,
2.255E007,5.270E+3,
2.2575E0007,5.285E+3,
2.26E07,5.352E+3,
2.2625E0007,5.152E+3,
2.265E007,5.251E+3,
2.2675E0007,5.184E+3,
2.27E07,5.161E+3,
2.2725E0007,5.138E+3,
2.275E007,5.092E+3,
2.2775E0007,5.318E+3,
2.28E07,5.172E+3,
2.2825E0007,5.119E+3,
2.285E007,5.098E+3,
2.2875E0007,5.139E+3,
2.29E07,5.026E+3,
2.2925E0007,5.127E+3,
2.295E007,5.123E+3,
2.2975E0007,5.042E+3,
2.3E07,4.939E+3,
2.3025E0007,5.122E+3,
2.305E007,5.006E+3,
2.3075E0007,5.099E+3,
2.31E07,5.099E+3,
2.3125E0007,4.955E+3,
2.315E007,5.046E+3,
2.3175E0007,5.041E+3,
2.32E07,5.096E+3,
2.3225E0007,5.035E+3,
2.325E007,5.112E+3,
2.3275E0007,5.017E+3,
2.33E07,4.911E+3,
2.3325E0007,4.925E+3,
2.335E007,4.881E+3,
2.3375E0007,5.022E+3,
2.34E07,4.996E+3,
2.3425E0007,4.969E+3,
2.345E007,4.873E+3,
2.3475E0007,4.944E+3,
2.35E07,4.856E+3,
2.3525E0007,4.970E+3,
2.355E007,4.918E+3,
2.3575E0007,4.954E+3,
2.36E07,4.846E+3,
